Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
901789abc1d85461f441a82a1d7a1278a903e737d014cbeda2b86e8cbedb188b,2015-11,Surrey Police,Surrey Police,-0.282682,51.310343,On or near CHERRY ORCHARD,E01030508,Mole Valley 001B,Investigation complete; no suspect identified
098dd3246e3a51369dcc1248515972dc68257d66abeeb412dc05047474429555,2015-11,Surrey Police,Surrey Police,-0.311971,51.314536,On or near READ ROAD,E01030507,Mole Valley 002B,Investigation complete; no suspect identified
da18b6562b7285376ccb91d2c801ea4ee913a12cd55dc557f1135d997128ff7a,2015-11,Surrey Police,Surrey Police,-0.313227,51.313925,On or near TAYLOR ROAD,E01030505,Mole Valley 002A,Investigation complete; no suspect identified
cb7d280301fef9e42ca98bddfb1368dc39527e6b116176a7455821313b8fc039,2015-11,Surrey Police,Surrey Police,-0.316934,51.312998,On or near THE CHASE,E01030505,Mole Valley 002A,Investigation complete; no suspect identified
afd4b5056df468de27e5c82b9487a520b54cd4fa928846b4e30d166e8f20919c,2015-11,Surrey Police,Surrey Police,-0.310216,51.312290,On or near GLEBE ROAD,E01030512,Mole Valley 002D,Investigation complete; no suspect identified
0204f78cf7f96b12f1185270d8fc0911a6a9236333969c3c1ac9ce4ee6e100a6,2015-11,Surrey Police,Surrey Police,-0.302062,51.309699,On or near GAYTON CLOSE,E01030512,Mole Valley 002D,Investigation complete; no suspect identified
8b5ef37f31321e2acbb002659dd4b49a2e4adbab7a2dcfb86f7a198bdb3aac60,2015-11,Surrey Police,Surrey Police,-0.387019,51.279696,On or near Bus/Coach Station,E01030519,Mole Valley 006D,Investigation complete; no suspect identified
071baaa704ec4fefaf7b657a2eba896477388ed7a54d8f4eebbee94614bf5266,2015-11,Surrey Police,Surrey Police,-0.378333,51.281248,On or near SOLECOTE,E01030519,Mole Valley 006D,Investigation complete; no suspect identified
be70b04660db32e39065392a449e53fde0ba8d468fc42d60fd61ff93124f6528,2015-11,Surrey Police,Surrey Police,-0.369151,51.312568,On or near M25,E01030543,Mole Valley 005E,Investigation complete; no suspect identified
3049ca4bec732fd1c87cf35410ee56952cf6be826c35799817d5ced1c76553c2,2015-11,Surrey Police,Surrey Police,-0.355467,51.290740,On or near BELL LANE CLOSE,E01030541,Mole Valley 005C,Investigation complete; no suspect identified
aef416a48fa2f96f1c5826b135621bdad4790bed96ebeced2b1c56e59a269d46,2015-11,Surrey Police,Surrey Police,-0.357594,51.282182,On or near BROWNING ROAD,E01030522,Mole Valley 007C,Investigation complete; no suspect identified
89ce6c7fb87a345598c0eaad54a0c626cbcd721d81a22e6de0d4c555209d540f,2015-11,Surrey Police,Surrey Police,-0.356660,51.281027,On or near LEATHERHEAD ROAD,E01030540,Mole Valley 005B,Investigation complete; no suspect identified
07dca8c526c915400819436ea4dad2e318afd4661facb75d33c048a04b461053,2015-11,Surrey Police,Surrey Police,-0.356660,51.281027,On or near LEATHERHEAD ROAD,E01030540,Mole Valley 005B,Investigation complete; no suspect identified
05622fa5a3bf8dc488eee9ef8375dcfc40c9eddda26888064e7a4698600c85de,2015-11,Surrey Police,Surrey Police,-0.374032,51.278788,On or near Supermarket,E01030521,Mole Valley 007B,Investigation complete; no suspect identified
48928c74af99627caaadd7eb8a653f2fa190859afeb32394fc618824e3ca0cad,2015-11,Surrey Police,Surrey Police,-0.386753,51.278694,On or near LONGMEADOW,E01030519,Mole Valley 006D,Investigation complete; no suspect identified
d3a42585b619b626912e9dc783580f1f4011ce1a18c4df13124e21fd34b206b7,2015-11,Surrey Police,Surrey Police,-0.367556,51.281485,On or near ST NICHOLAS AVENUE,E01030522,Mole Valley 007C,Investigation complete; no suspect identified
40d24e93f51f3147527ae8dc264e5f10ce99207e78301c70dae9c6cbbd96c1c0,2015-11,Surrey Police,Surrey Police,-0.323421,51.234585,On or near HILL VIEW,E01030537,Mole Valley 010C,Investigation complete; no suspect identified
b5f6874832cc884af7b3874b078a67d9c05a086b2e84517b32d395e42d6e7173,2015-11,Surrey Police,Surrey Police,-0.336723,51.233157,On or near STATION ROAD,E01030534,Mole Valley 009C,Investigation complete; no suspect identified
13c507309663ccd284b632564dd23c86d20fd37515cf1aea2b2767e109e2d6e4,2015-11,Surrey Police,Surrey Police,-0.336723,51.233157,On or near STATION ROAD,E01030534,Mole Valley 009C,Investigation complete; no suspect identified
e11b41d53c20938df7845b291aa36f0324f4406842b8d4c36cbed8e9d64698c3,2015-11,Surrey Police,Surrey Police,-0.340695,51.237017,On or near Sports/Recreation Area,E01030534,Mole Valley 009C,Investigation complete; no suspect identified
41caa71663fe51d8a0ff80cd44d7413790d19be3eff186fedd6ed1c76e16dadd,2015-11,Surrey Police,Surrey Police,-0.329294,51.233797,On or near Parking Area,E01030532,Mole Valley 009A,Investigation complete; no suspect identified
0e92c7d497276430b40a8e12013ccc8e978590933f72c39a501c88cac90018c5,2015-11,Surrey Police,Surrey Police,-0.329611,51.232947,On or near HIGH STREET,E01030538,Mole Valley 010D,Investigation complete; no suspect identified
b29b520e906d78d843837df6d10ca19dd23df0404be78cfef6cf444854fb1c31,2015-11,Surrey Police,Surrey Police,-0.334452,51.230975,On or near Supermarket,E01030538,Mole Valley 010D,Investigation complete; no suspect identified
b9c0d339d8654dcd7a32c4ef4c3e59d570aa963c0e3f34a781d3886313de460e,2015-11,Surrey Police,Surrey Police,-0.329611,51.232947,On or near HIGH STREET,E01030538,Mole Valley 010D,Investigation complete; no suspect identified
4e3ddd9e15f79f1bc50ee53fd1b9684423e0977bc9669570a1214eee78ce24b6,2015-11,Surrey Police,Surrey Police,-0.334964,51.227106,On or near QUEEN'S CRESCENT,E01030535,Mole Valley 010A,Investigation complete; no suspect identified
20610a343c8ab2fd09886fec10c3c897595c1f4b55b1bc6149ea3772c46a4772,2015-11,Surrey Police,Surrey Police,-0.322096,51.217076,On or near Pedestrian Subway,E01030545,Mole Valley 011B,Investigation complete; no suspect identified
feff780cc07855e7f60b6ad14e027571cdc5b48ec4eb11b9bf6ab3f089bb1221,2015-11,Surrey Police,Surrey Police,-0.324356,51.219905,On or near OLIVIER CRESCENT,E01030547,Mole Valley 011D,Investigation complete; no suspect identified
a38d18f8e88e24d9659bfd6cda819fdc8ab81148c8a98af65efca22d8af2141a,2015-11,Surrey Police,Surrey Police,-0.319676,51.215881,On or near LAKE VIEW,E01030545,Mole Valley 011B,Investigation complete; no suspect identified
5ffd57319cee6599e021ec425e2238454abe306775ed483a92f88f70bfa78222,2015-11,Surrey Police,Surrey Police,-0.333379,51.303854,On or near RANDALLS PARK AVENUE,E01030548,Mole Valley 003A,Investigation complete; no suspect identified
cb292ef4f1f11c6da3ced95e59560e4eaa844e05f23fc439ed52e05bbf52d280,2015-11,Surrey Police,Surrey Police,-0.334411,51.303104,On or near GAVESTON ROAD,E01030549,Mole Valley 003B,Investigation complete; no suspect identified
bac36575d8eeed93cc0096a5faf35f3e4d322f1bbbda7750cf10f9940e08aa21,2015-11,Surrey Police,Surrey Police,-0.332532,51.297934,On or near Parking Area,E01030550,Mole Valley 003C,Investigation complete; no suspect identified
8e0600d7fc2570ecf43732c65afe1731f8837d61c496615a8361a8ba97ad3024,2015-11,Surrey Police,Surrey Police,-0.338944,51.303906,On or near PARK VIEW ROAD,E01030548,Mole Valley 003A,Investigation complete; no suspect identified
384dbb8b9b401a7f628d87c5eb3f221476f82381f46e8a328699135faeb430ee,2015-11,Surrey Police,Surrey Police,-0.245679,51.243338,On or near REIGATE ROAD,E01030527,Mole Valley 008D,Investigation complete; no suspect identified
86a5e870efb4fcc42e7b5b4cc72cf8863f15c935d08a388fa18557e6a71c40bb,2015-11,Surrey Police,Surrey Police,-0.268386,51.242993,On or near STATION ROAD,E01030527,Mole Valley 008D,Investigation complete; no suspect identified
b94d1858ae252026453522f03dd5b3528047f8318855e26e25e9fcf66a3fb7d4,2015-11,Surrey Police,Surrey Police,-0.250722,51.245230,On or near SLOUGH LANE,E01030527,Mole Valley 008D,Investigation complete; no suspect identified
fef55ca2ccb56f61ea91a9b6e8b170858c2e4ae02e58345b12abd3bfd2c19879,2015-11,Surrey Police,Surrey Police,-0.227879,51.150210,On or near IFIELD ROAD,E01030531,Mole Valley 013D,Investigation complete; no suspect identified
393e2a81a2c4a68e0c3152e044305c8b95bee227b736dcb6d6b618a03f54a0af,2015-11,Surrey Police,Surrey Police,-0.219066,51.155166,On or near PERRYLANDS,E01030531,Mole Valley 013D,Investigation complete; no suspect identified
a52041cc20b79c16f2b0cd833920bb59b8287bd28420eb47465b6c1f9d7c7d7d,2015-11,Surrey Police,Surrey Police,-0.186974,51.168018,On or near MISTLEY GARDENS,E01030531,Mole Valley 013D,Investigation complete; no suspect identified
b96bd8fa88afb560bdfb6765357d92e6f6bedb26db84817259a26f7750adfeb7,2015-11,Surrey Police,Surrey Police,-0.272550,51.202209,On or near SHELLWOOD ROAD,E01030530,Mole Valley 013C,Investigation complete; no suspect identified
00fc6a568bdf806f0ead7ffa10cf272b65da107734a16310d5a0581d134af649,2015-11,Surrey Police,Surrey Police,-0.268263,51.194763,On or near BROAD LANE,E01030530,Mole Valley 013C,Investigation complete; no suspect identified
58196e3bb51ec1d5dd8b567caaaaa17859b1ba0165d77e2cd00dbaffcae1a4a7,2015-11,Surrey Police,Surrey Police,-0.226532,51.177519,On or near COLLENDEAN LANE,E01030531,Mole Valley 013D,Investigation complete; no suspect identified
ccde00ef734733e1cf7182b48b03607ce5253cfdda4065cdc6da6b603506eb91,2015-11,Surrey Police,Surrey Police,-0.322136,51.260457,On or near B2209,E01030556,Mole Valley 009D,Investigation complete; no suspect identified
709ba86a870fb2ff06b113479af7bd75734f18d0ebb6f6d829d896cf6981db89,2015-11,Surrey Police,Surrey Police,-0.306601,51.164793,On or near TRIG STREET,E01030515,Mole Valley 013A,Investigation complete; no suspect identified
a2ef10654ec9dd8df9a8ad0899d882190021126886c5e3cb1e687966870e2b75,2015-11,Surrey Police,Surrey Police,-0.289885,51.166627,On or near VILLAGE STREET,E01030528,Mole Valley 013B,Investigation complete; no suspect identified
35c06b046d59ce8f60d59cfae41de13cfd72b1ba281547b4c36cf2950d8de350,2015-11,Surrey Police,Surrey Police,-0.331069,51.264712,On or near COWSLIP LANE,E01030556,Mole Valley 009D,Investigation complete; no suspect identified
9cdc7fcd85b6b44402e30fd29c8c8141bab43c8c0c6b4b6566d2ed0d943b0fa2,2015-11,Surrey Police,Surrey Police,-0.318224,51.166912,On or near HORSHAM ROAD,E01030515,Mole Valley 013A,Investigation complete; no suspect identified
72467b0c9495a43b22ff237c6a7604aecc9c9dee900e10c4c743cb098160e819,2015-11,Surrey Police,Surrey Police,-0.318919,51.180061,On or near MEREBANK,E01030515,Mole Valley 013A,Investigation complete; no suspect identified
f78103968a8d8585a54caf2c852dd0736fc0516a4564573ca0e4b76aaa64da85,2015-11,Surrey Police,Surrey Police,-0.325897,51.148956,On or near CARTEDALE COTTAGES,E01030529,Mole Valley 012A,Investigation complete; no suspect identified
cb10bfeca36a83526ce1239da6f770fc8cbc5822b5f7f711701d95b6fe35ccfc,2015-11,Surrey Police,Surrey Police,-0.325897,51.148956,On or near CARTEDALE COTTAGES,E01030529,Mole Valley 012A,Investigation complete; no suspect identified
8ad3e57a9ccf1462a7da70046178804c2402f4598d282bd5d2d3ebe1065780d6,2015-11,Surrey Police,Surrey Police,-0.327266,51.149857,On or near BENNETTS WOOD,E01030529,Mole Valley 012A,Investigation complete; no suspect identified
34049648792fc7c27506118c43ec94b3c20bb7fefec1b4e1668602ab133e5bc6,2015-11,Surrey Police,Surrey Police,-0.319471,51.155419,On or near MORTIMER ROAD,E01030529,Mole Valley 012A,Investigation complete; no suspect identified
f4a4d05b63022a38894be3bccb8ffcc38282d3670251733b4443a4a13994c38a,2015-11,Surrey Police,Surrey Police,-0.366490,51.241202,On or near Parking Area,E01030555,Mole Valley 012B,Investigation complete; no suspect identified
acf4b85b8564b70c70fa4c4767e85538ff2c8f2d76266077c09dfb25bfa25b15,2015-11,Surrey Police,Surrey Police,-0.323423,51.291275,On or near ST NICHOLAS HILL,E01030553,Mole Valley 004C,Investigation complete; no suspect identified
9e0465ab09cd43fe4fffefa59c0a5fd6f38cf11d05441664005d3a0e32c8c366,2015-11,Surrey Police,Surrey Police,-0.330366,51.295970,On or near GRAVEL HILL,E01030550,Mole Valley 003C,Investigation complete; no suspect identified
0f7a9ca664677f7156b700f7b7a013e826885ff6eb59038772c59b988caa99e1,2015-11,Surrey Police,Surrey Police,-0.320744,51.300229,On or near ST JOHN'S CLOSE,E01030550,Mole Valley 003C,Investigation complete; no suspect identified
6a45108c7d5d159c318e24bce18fe9ef8635e5903109e5a39331b98fb9e0c97d,2015-11,Surrey Police,Surrey Police,-0.330673,51.295821,On or near NORTH STREET,E01030550,Mole Valley 003C,Investigation complete; no suspect identified
e9e84b9bce7f202ec6baffd86e488b101d17495182854ac83ac9a403d7375aaf,2015-11,Surrey Police,Surrey Police,-0.334964,51.227106,On or near QUEEN'S CRESCENT,E01030535,Mole Valley 010A,Investigation complete; no suspect identified
5d55cb9e8ee1b60b2f902e961004f7c64f43873f817e6e70344d6bdaedf159e1,2015-11,Surrey Police,Surrey Police,-0.169218,51.309595,On or near Parking Area,E01030567,Reigate and Banstead 004C,Investigation complete; no suspect identified
10da55d4881a0e4d3bc73d01a95261320f62c5a8f66cb3492b0a06fdba2d1374,2015-11,Surrey Police,Surrey Police,-0.168211,51.295955,On or near Parking Area,E01030567,Reigate and Banstead 004C,Investigation complete; no suspect identified
6555887e19e0ef63f3251ae0ad523334d9a2b0373968df1b1ee005704c2537b6,2015-11,Surrey Police,Surrey Police,-0.211606,51.270736,On or near Petrol Station,E01030590,Reigate and Banstead 007B,Investigation complete; no suspect identified
6bfc78a1640ec55e3c7a0a161157e14c0939c713419fa57363a92d50bbaa0128,2015-11,Surrey Police,Surrey Police,-0.214772,51.263383,On or near DENTS GROVE,E01030590,Reigate and Banstead 007B,Investigation complete; no suspect identified
4b3b260080c20da127a770930667c1c07199d4e59d387dd78cfe6440221bf640,2015-11,Surrey Police,Surrey Police,-0.140592,51.292948,On or near BOWEN WAY,E01030569,Reigate and Banstead 004E,Investigation complete; no suspect identified
6f45186ef2b2d334693a4eb5722a5c6702120292d2671abea9878f02a7f61eef,2015-11,Surrey Police,Surrey Police,-0.154369,51.290954,On or near Petrol Station,E01030569,Reigate and Banstead 004E,Investigation complete; no suspect identified
88efd61bdfcf67270b96fc43446f9035f2f0b6bb8f051bdcae809daab19f1698,2015-11,Surrey Police,Surrey Police,-0.152476,51.162910,On or near BALCOMBE ROAD,E01030583,Reigate and Banstead 017D,Investigation complete; no suspect identified
4a361aa5179ab1f4152b003a9fef9ffd8c1dd1bafda677d89b171d46bfbf7efa,2015-11,Surrey Police,Surrey Police,-0.173451,51.167448,On or near OLDFIELD ROAD,E01030579,Reigate and Banstead 018E,Investigation complete; no suspect identified
9cf3f17c27640ca56c8da7e631f88cff1c5aabb36033de7f0abd28ed040f96e2,2015-11,Surrey Police,Surrey Police,-0.176260,51.168013,On or near Petrol Station,E01030579,Reigate and Banstead 018E,Investigation complete; no suspect identified
36146b225d0d9343f9e6ffac49a12399721896cf34c2a88b6396ca24f0fa1c9b,2015-11,Surrey Police,Surrey Police,-0.148171,51.176853,On or near CLARENCE WAY,E01030582,Reigate and Banstead 017C,Investigation complete; no suspect identified
1d463241287638d4626122ca9be20ef28837934fff623e1baa728799190fea2f,2015-11,Surrey Police,Surrey Police,-0.163927,51.164133,On or near THE RIDGEWAY,E01030578,Reigate and Banstead 018D,Investigation complete; no suspect identified
c3fad0483b1937e782de1df8fde003a1df108df67725ca33f066b58a51c7f070,2015-11,Surrey Police,Surrey Police,-0.157964,51.174876,On or near WINDMILL CLOSE,E01030580,Reigate and Banstead 017A,Investigation complete; no suspect identified
401b4c06cee47ca8f4b15551eaec3442486fc356fe9890a6d12e9dc938615c15,2015-11,Surrey Police,Surrey Police,-0.146602,51.252333,On or near TILERS CLOSE,E01030602,Reigate and Banstead 008D,Investigation complete; no suspect identified
5c0e154b1a862110acc87c95aac2c620ab99eaf4b0ac287892329478f688aabe,2015-11,Surrey Police,Surrey Police,-0.149684,51.258020,On or near ENDSLEIGH ROAD,E01030602,Reigate and Banstead 008D,Investigation complete; no suspect identified
2c3babd1a31e17cb9709df52279c67838a548c2ad6f66e4c75da8002ba4452aa,2015-11,Surrey Police,Surrey Police,-0.150131,51.259016,On or near MANOR ROAD,E01030602,Reigate and Banstead 008D,Investigation complete; no suspect identified
62eaf4b76dc313e08a8fec27833213abf15c8398cefaa629434206378844f31a,2015-11,Surrey Police,Surrey Police,-0.211314,51.317008,On or near Petrol Station,E01030562,Reigate and Banstead 002D,Investigation complete; no suspect identified
4e1dc3261a33f954712e32ea8c9fe1f607b6ee472adcf8bd30c541da2aa7454e,2015-11,Surrey Police,Surrey Police,-0.207208,51.318888,On or near GARRATTS LANE,E01030559,Reigate and Banstead 002A,Investigation complete; no suspect identified
31c3d0ff80a06ce4678e8f99a35b3442f4902814f8e689076386c686b1c486d9,2015-11,Surrey Police,Surrey Police,-0.199839,51.323091,On or near HIGH STREET,E01030560,Reigate and Banstead 002B,Investigation complete; no suspect identified
5ba093782b74bb9d63ad57660bf0aa4b10ee5adba8d4f99652a2790dc191f4c4,2015-11,Surrey Police,Surrey Police,-0.190727,51.326332,On or near LONGCROFT AVENUE,E01030561,Reigate and Banstead 002C,Investigation complete; no suspect identified
02529e61f939eb42c0dd0da6205c626df6305438c9b41428485e020d2bf52b9d,2015-11,Surrey Police,Surrey Police,-0.211946,51.314778,On or near CHIPSTEAD ROAD,E01030644,Reigate and Banstead 003D,Investigation complete; no suspect identified
b7fe0682b29836e73aa5f129ccc32384fd2a311124b5e2e31dff257dae8fdd00,2015-11,Surrey Police,Surrey Police,-0.171319,51.323162,On or near Sports/Recreation Area,E01030566,Reigate and Banstead 004B,Investigation complete; no suspect identified
fa40507e46dab1ccbd076d7ff7d29c34ea0186592030939196cd872c537ec7b4,2015-11,Surrey Police,Surrey Police,-0.173237,51.318578,On or near LAKERS RISE,E01030565,Reigate and Banstead 004A,Investigation complete; no suspect identified
8b257fb9c10a73e52a7e7c1e8561bf85c123f6048fb99288e7dcc8a1b3da67f2,2015-11,Surrey Police,Surrey Police,-0.168003,51.314882,On or near PINE WALK,E01030568,Reigate and Banstead 004D,Investigation complete; no suspect identified
4b765755aac82c05ef2a03b5c43e9b53fa42fc1de0b2796c783a35590ea54f96,2015-11,Surrey Police,Surrey Police,-0.168501,51.325807,On or near MERRYMEET,E01030565,Reigate and Banstead 004A,Investigation complete; no suspect identified
7b65ca66027373e676e5748836658710dae2b438e2a8aa3fbf7dedf791f13d4b,2015-11,Surrey Police,Surrey Police,-0.213466,51.317742,On or near THE DRIVE,E01030644,Reigate and Banstead 003D,Investigation complete; no suspect identified
ca63fd6754f010422b7a2027217ba9605a39fcbbf2488484553ee5faacc441d1,2015-11,Surrey Police,Surrey Police,-0.225783,51.322840,On or near PARSONSFIELD CLOSE,E01030605,Reigate and Banstead 001C,Investigation complete; no suspect identified
78f1d46cce86e38536e8bb2b09233b669aae3d6aebaacd7afc24f9e288379777,2015-11,Surrey Police,Surrey Police,-0.216602,51.327925,On or near HAWTHORN CLOSE,E01030603,Reigate and Banstead 001A,Investigation complete; no suspect identified
e90fb7b9311b96d8f03bcb81f4b7a087a7494c9fa59d23b98ca66b9c9be6d111,2015-11,Surrey Police,Surrey Police,-0.224943,51.322314,On or near PARSONSFIELD ROAD,E01030605,Reigate and Banstead 001C,Investigation complete; no suspect identified
e40c081fbdaa53cd73e78459790fb70fa51769ffab3dc8bc8fb2ee4d1f263373,2015-11,Surrey Police,Surrey Police,-0.208118,51.236924,On or near Supermarket,E01030620,Reigate and Banstead 012D,Investigation complete; no suspect identified
a289c60a6db223ce6ef231da72c281bb8908acd0a153e8bed430be40551ae5f6,2015-11,Surrey Police,Surrey Police,-0.183586,51.233110,On or near OAK WAY,E01030596,Reigate and Banstead 012B,Investigation complete; no suspect identified
475499f1e99d1bd69ffc71fd7d8f87cefb0f6bd2aef6cc48bb1701ab3507de3f,2015-11,Surrey Police,Surrey Police,-0.186367,51.238882,On or near WRAY COMMON ROAD,E01030622,Reigate and Banstead 010F,Investigation complete; no suspect identified
acd9cfd5e81c32445d32eb4720c8c9dda055412447078f290f61e915c1a9845a,2015-11,Surrey Police,Surrey Police,-0.152818,51.251684,On or near CANALSIDE,E01030611,Reigate and Banstead 011B,Investigation complete; no suspect identified
a361e2b6371165b4ed2c261b48dceb9d90497ef330586a7e3f2d7ace996f269c,2015-11,Surrey Police,Surrey Police,-0.153382,51.256217,On or near BATTLEBRIDGE LANE,E01030602,Reigate and Banstead 008D,Investigation complete; no suspect identified
b370d1af9b5832d98830711e6e5b80fe7ebd69bf1815cf0c41b2f71d7023559f,2015-11,Surrey Police,Surrey Police,-0.154996,51.254920,On or near SUBROSA DRIVE,E01030610,Reigate and Banstead 011A,Investigation complete; no suspect identified
d296b14268af2d144d29af027ba47e3367b6898b348566864d359adcfd975fd6,2015-11,Surrey Police,Surrey Police,-0.154996,51.254920,On or near SUBROSA DRIVE,E01030610,Reigate and Banstead 011A,Investigation complete; no suspect identified
e8731d6ad0ffc7428bd6e22cb3e1067e0bcd5fd24eb79fb1070432adc07cef9c,2015-11,Surrey Police,Surrey Police,-0.153382,51.256217,On or near BATTLEBRIDGE LANE,E01030602,Reigate and Banstead 008D,Investigation complete; no suspect identified
31417774a33559cde26a53c7af25998bd1a9581c2c0b7d267458601ffb3499f1,2015-11,Surrey Police,Surrey Police,-0.153382,51.256217,On or near BATTLEBRIDGE LANE,E01030602,Reigate and Banstead 008D,Investigation complete; no suspect identified
8cfc366b013456b04906c72886c2f7e5a84cbd7ad8a9684c9712bb8c590583cf,2015-11,Surrey Police,Surrey Police,-0.153382,51.256217,On or near BATTLEBRIDGE LANE,E01030602,Reigate and Banstead 008D,Investigation complete; no suspect identified
b433fc78dfe303c0dad0388175ef764b27a3297d84bf0cf5b66b0ee3ae9840cb,2015-11,Surrey Police,Surrey Police,-0.142917,51.260907,On or near NAILSWORTH CRESCENT,E01030599,Reigate and Banstead 008A,Investigation complete; no suspect identified
a58e212d6a2e3a46319ceae7f85d1f8270fc62a129ddec2c22eaf64754445216,2015-11,Surrey Police,Surrey Police,-0.142917,51.260907,On or near NAILSWORTH CRESCENT,E01030599,Reigate and Banstead 008A,Investigation complete; no suspect identified
88efe470a296b9cc58d7a57cc71ccc4bd581f5a4ad6e97b66143c19ef8d3f7df,2015-11,Surrey Police,Surrey Police,-0.142917,51.260907,On or near NAILSWORTH CRESCENT,E01030599,Reigate and Banstead 008A,Investigation complete; no suspect identified
82d681766ed0a27e98692883354340ef16bab11285e2bbd5d983c195e501c2a4,2015-11,Surrey Police,Surrey Police,-0.144811,51.262286,On or near PURBECK CLOSE,E01030599,Reigate and Banstead 008A,Investigation complete; no suspect identified
0b8f40a8ae2bfadc3a841c1971a679c3a7678f0c6f481c64fbad3c8585f79278,2015-11,Surrey Police,Surrey Police,-0.146463,51.261827,On or near WOOD STREET,E01030599,Reigate and Banstead 008A,Investigation complete; no suspect identified
169515d47da1490018be58ba9a40ee397dc76ed4062098e73109c755e4ab05d1,2015-11,Surrey Police,Surrey Police,-0.152675,51.265621,On or near OLD MILL LANE,E01030598,Reigate and Banstead 009A,Investigation complete; no suspect identified
f7860eae98d0a47c43525d8d0a954ac4a9a7a7f72f81e72c5eb06b8f2fc31be7,2015-11,Surrey Police,Surrey Police,-0.145005,51.258171,On or near WELDON WAY,E01030600,Reigate and Banstead 008B,Investigation complete; no suspect identified
d01ad7635810be76c9e9345a671d59d4bba904963add5c19becc947859e54b4e,2015-11,Surrey Police,Surrey Police,-0.147984,51.254657,On or near BOURNE ROAD,E01030602,Reigate and Banstead 008D,Investigation complete; no suspect identified
6537790b65c2d14140d8674c5bb8454d30b13a335cdd9522dd4d4803e0bf9573,2015-11,Surrey Police,Surrey Police,-0.188710,51.336732,On or near Prison,E01030563,Reigate and Banstead 002E,Investigation complete; no suspect identified
58900e912ff06aa5b2d85d91058dd0b88121cdf84a5522ea0914607a7e0651c9,2015-11,Surrey Police,Surrey Police,-0.188710,51.336732,On or near Prison,E01030563,Reigate and Banstead 002E,Investigation complete; no suspect identified
09ad71de9387c86661a1639e62f72f7d19d2dbbe1f2a4a00f739cbee5a6aa276,2015-11,Surrey Police,Surrey Police,-0.188710,51.336732,On or near Prison,E01030563,Reigate and Banstead 002E,Investigation complete; no suspect identified
91a12b672130ae7a8e3328fd98c2d9763c687b66e61689d5bac29ebd73643090,2015-11,Surrey Police,Surrey Police,-0.207447,51.322704,On or near THE HORSESHOE,E01030560,Reigate and Banstead 002B,Investigation complete; no suspect identified
03397648a7c784546b4451aa703aced20f0e708c0d8dff9b52229e5852ff6a07,2015-11,Surrey Police,Surrey Police,-0.198029,51.329736,On or near COMMONFIELD ROAD,E01030563,Reigate and Banstead 002E,Investigation complete; no suspect identified
37df9d5ced800924f56eb673fd8f8a3f0ca47a36db0dd4aa1e2e039b633c5cf1,2015-11,Surrey Police,Surrey Police,-0.198920,51.322385,On or near CHEVIOT CLOSE,E01030560,Reigate and Banstead 002B,Investigation complete; no suspect identified
cf4c80c3d15a59341dea345f738470eea1d76e8bc3820cfc45e89594927963d7,2015-11,Surrey Police,Surrey Police,-0.203000,51.325217,On or near WILMOT WAY,E01030564,Reigate and Banstead 002F,Investigation complete; no suspect identified
cbf2a8cf2d0975d26f11def6e2768eb824249e8d6cec35378a60aef6bd418a1f,2015-11,Surrey Police,Surrey Police,-0.170608,51.318645,On or near CHIPSTEAD WAY,E01030566,Reigate and Banstead 004B,Investigation complete; no suspect identified
c478efa8420fc69e23f42c7d64cb37b73dff93bd9e1de217ebd498f99285e1e0,2015-11,Surrey Police,Surrey Police,-0.168003,51.314882,On or near PINE WALK,E01030568,Reigate and Banstead 004D,Investigation complete; no suspect identified
9b9b7874225e71fc23baaa04bd873995eab51034ce99bc91dda8d142eb3214d6,2015-11,Surrey Police,Surrey Police,-0.236226,51.321495,On or near Hospital,E01030606,Reigate and Banstead 003A,Investigation complete; no suspect identified
e9c04a0116e452fe9f363dea3f0405b9cbe97d40c00d0e92d13ca02df3f82ce0,2015-11,Surrey Police,Surrey Police,-0.232696,51.317009,On or near THE KNOLLS,E01030606,Reigate and Banstead 003A,Investigation complete; no suspect identified
b7f1df3cb91a2f08f85b0ffdc150043e0c8c92b6ebab2f04059dec1a2679073d,2015-11,Surrey Police,Surrey Police,-0.233989,51.318836,On or near MONTROUGE CRESCENT,E01030606,Reigate and Banstead 003A,Investigation complete; no suspect identified
2815cd7fd25d02a56af94f82d3d116ef10d2ba2fe64f193e1acf70d60a1f8ce8,2015-11,Surrey Police,Surrey Police,-0.207323,51.248899,On or near WASHINGTON CLOSE,E01030626,Reigate and Banstead 009E,Investigation complete; no suspect identified
ab5fd9653f0b4e6ef30017147fccf50974b420f2ff23d73054f3c701edd4d340,2015-11,Surrey Police,Surrey Police,-0.187225,51.236008,On or near FITZROY PLACE,E01030622,Reigate and Banstead 010F,Investigation complete; no suspect identified
92a240863ccb528d449f4456b997be192cb247443a39f2386fee82b6bc05d8ab,2015-11,Surrey Police,Surrey Police,-0.208118,51.236924,On or near Supermarket,E01030620,Reigate and Banstead 012D,Investigation complete; no suspect identified
fa9b07d800ce9c2df5a90c3bd83a98277aad0286da2fb519b5fc682b15b14646,2015-11,Surrey Police,Surrey Police,-0.204298,51.237530,On or near ST LAWRENCES WAY,E01030620,Reigate and Banstead 012D,Investigation complete; no suspect identified
